Nome: SAO LUIS
Codigo Estacao: 82280
Latitude: -2.52666666
Longitude: -44.21361111
Altitude: 32.58
Situacao: Operante
Data Inicial: 2020-01-01
Data Final: 2024-01-01
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2020-11-27;0;32.5;28.1;25.4;83.8;67;2.1;
2020-11-28;0;32.7;28.3;25.6;82.3;69;2.1;
2020-11-29;.7;32.3;28.2;26.1;83;75;1.3;
2020-11-30;0;31.9;28;25.6;86.5;80;2.3;
2020-12-01;.5;32.6;28.1;25.2;82.5;78;2.8;
2020-12-02;0;32.9;28.3;25.9;79;67;2.5;
2020-12-03;0;33.9;28.7;26;80.5;66;2.7;
2020-12-04;0;34.3;28.9;25.1;80;67;2.9;
2020-12-05;0;33.9;28.8;26.8;79.3;64;2.8;
2020-12-06;0;32.8;28.6;26;80;69;2.9;
2020-12-07;0;32.9;28.4;25.8;81.3;70;2.1;
2020-12-08;0;33.5;28.4;25.6;78.5;64;1.9;
2020-12-09;0;33.5;28.8;26;76;61;2.9;
2020-12-10;0;33.4;28.4;26.1;76.3;58;3.3;
2020-12-11;0;33.9;28.5;25;78;66;2.5;
2020-12-12;0;33.7;28.8;26;76;58;2.7;
2020-12-13;0;33.5;28.4;25.2;80.5;69;2.6;
2020-12-14;1.2;31.5;27.8;26.5;87;78;2.1;
2020-12-15;2.4;33.1;28;25;82.5;68;2;
2020-12-16;1.2;32.3;27.6;24.4;84.5;71;2;
2020-12-17;0;33.1;28.6;26;77.8;70;2.1;
2020-12-18;.6;32.4;27.3;25;93.5;84;1.3;
2020-12-19;23.6;32.7;27.9;24.9;79.5;67;2.5;
2020-12-20;0;31.5;27.6;25.2;79.3;62;2.6;
2020-12-21;0;31.7;27.8;24.8;79.8;68;2.6;
2020-12-22;0;31.5;27.3;24;85.8;78;2.2;
2020-12-23;3.8;31.7;27.2;24.1;85.8;74;2.1;
2020-12-24;1;31.3;27.5;25.2;84.5;74;2.2;
2020-12-25;12.6;31.4;26.8;22.8;88.8;81;2.4;
2020-12-26;0;31.9;27.5;25.6;81.8;68;1.6;
2020-12-27;0;32.9;28.2;26;77.5;60;3.2;
2020-12-28;0;33.1;28.5;26.2;80.5;65;2.6;
2020-12-29;0;32.7;28.1;24.4;77.5;65;2.6;
2020-12-30;0;32.5;27.8;24.6;83;69;2.4;
2020-12-31;0;32.1;27.1;23.8;95.3;81;1.6;
2021-01-01;10.8;30.5;26.4;23.8;91.3;null;1;
2021-01-02;1;31.1;27.5;24.8;84.3;null;2.6;
2021-01-03;0;31.9;28;26.2;82.5;null;2.7;
2021-01-04;0;31.1;27.8;25;82.5;null;1.6;
2021-01-05;0;32.7;28;25.2;81.5;null;2.7;
2021-01-06;0;32.9;28.2;25;80.5;null;2.1;
2021-01-07;0;32.7;28.1;25.8;85.5;null;2;
2021-01-08;.5;32.9;28.4;26;79;null;2.5;
2021-01-09;0;32.7;28.4;25.8;76.8;null;2.5;
2021-01-10;0;32.8;28.3;25.3;81;null;3.1;
2021-01-11;.2;32.1;28.2;25.7;81.8;null;2.9;
2021-01-12;0;31.5;27.9;25.6;80.8;null;2.5;
2021-01-13;0;32.5;27.7;24.9;82;null;1.9;
2021-01-14;0;32.1;27.9;25.8;79;null;2.5;
2021-01-15;0;32.7;28.2;26;80;null;2.7;
2021-01-16;0;33.3;27.9;24.4;80.3;null;2.5;
2021-01-17;0;31.3;26.6;25;85.8;null;2;
2021-01-18;34.6;28.9;26.1;24;96;null;.7;
2021-01-19;1.3;29.7;26.7;24.6;93;null;1.5;
2021-01-20;15.2;28.5;25;23.2;98.3;null;1.3;
2021-01-21;10.8;31.3;26.6;22.8;87.5;null;2.3;
2021-01-22;0;31.1;27.3;25.4;86;null;1.7;
2021-01-23;0;31.3;25.9;24.4;89.8;null;1.8;
2021-01-24;39.6;30.3;25.6;21.7;98;null;1.4;
2021-01-25;5;29.5;26.3;25;91.8;null;.9;
2021-01-26;3.8;29.9;26.5;24.4;93.8;null;1.3;
2021-01-27;0;31.6;27.4;24.3;85.5;null;1.7;
2021-01-28;0;32.1;26.9;24.9;90.3;null;1.4;
2021-01-29;23.6;30.4;25.6;22.4;91.5;null;1.1;
2021-01-30;1.6;32.1;27.6;23;83.3;67;2.3;
2021-01-31;0;32.5;27.7;23.7;84.3;69;1.7;
2021-02-01;0;31.8;28.2;25.9;79.3;67;2.9;
2021-02-02;0;32.6;28.1;24.8;80.5;63;2.3;
2021-02-03;0;32.9;27.8;23.6;81;68;2;
2021-02-04;0;32.8;28.4;25.6;78;60;2.2;
2021-02-05;0;32.1;27.7;24.6;81.3;71;2.5;
2021-02-06;0;33.1;28.4;25.5;78.5;61;2;
2021-02-07;0;33.9;28.4;24.4;81.3;69;2.4;
2021-02-08;0;32.5;28.5;26.3;80.5;68;2.6;
